Country;Year;Value
Colombia;2018;
Colombia;2019;
Czech Republic;1999;1,3
Czech Republic;2000;2,5
Czech Republic;2001;5,3
Czech Republic;2002;4,6
Czech Republic;2003;8,1
Czech Republic;2004;10,6
Czech Republic;2005;10,0
Czech Republic;2006;11,2
Czech Republic;2007;22,0
Czech Republic;2008;21,3
Czech Republic;2009;13,5
Czech Republic;2010;23,0
Czech Republic;2011;26,1
Czech Republic;2012;17,6
Czech Republic;2013;28,2
Czech Republic;2014;38,7
Czech Republic;2015;26,3
Czech Republic;2016;28,7
Czech Republic;2017;10,8
Czech Republic;2018;
Czech Republic;2019;
Denmark;1999;28,5
Denmark;2000;59,5
Denmark;2001;62,3
Denmark;2002;65,8
Denmark;2003;81,3
Denmark;2004;98,3
Denmark;2005;120,9
Denmark;2006;127,7
Denmark;2007;205,8
Denmark;2008;241,5
Denmark;2009;228,8
Denmark;2010;304,9
Denmark;2011;352,7
Denmark;2012;283,2
Denmark;2013;231,9
Denmark;2014;226,1
Denmark;2015;192,2
Denmark;2016;219,0
Denmark;2017;48,7
Denmark;2018;
Denmark;2019;
Estonia;1999;0,0
Estonia;2000;0,5
Estonia;2001;0,0
Estonia;2002;0,0
Estonia;2003;3,1
Estonia;2004;3,0
Estonia;2005;1,0
Estonia;2006;0,0
Estonia;2007;3,0
Estonia;2008;3,8
Estonia;2009;0,0
Estonia;2010;9,0
Estonia;2011;2,6
Estonia;2012;1,3
Estonia;2013;1,3
Estonia;2014;10,3
Estonia;2015;5,0
Estonia;2016;3,3
Estonia;2017;0,0
Estonia;2018;
Estonia;2019;
Finland;1999;12,0
Finland;2000;41,3
Finland;2001;60,4
Finland;2002;55,9
Finland;2003;63,9
Finland;2004;62,1
Finland;2005;96,3
Finland;2006;63,3
Finland;2007;84,6
Finland;2008;79,3
Finland;2009;100,3
Finland;2010;144,4
Finland;2011;128,4
Finland;2012;138,1
Finland;2013;138,7
Finland;2014;114,0
Finland;2015;102,5
Finland;2016;91,9
Finland;2017;32,8
Finland;2018;
Finland;2019;
France;1999;77,6
France;2000;256,6
France;2001;304,0
France;2002;299,4
France;2003;437,1
France;2004;437,0
France;2005;494,7
France;2006;576,4
France;2007;637,4
France;2008;746,2
France;2009;796,0
France;2010;832,0
France;2011;941,1
France;2012;940,4
France;2013;881,0
France;2014;895,5
France;2015;728,7
France;2016;590,4
France;2017;173,7
France;2018;
France;2019;
Germany;1999;323,5
Germany;2000;1.461,1
Germany;2001;1.434,4
Germany;2002;1.339,1
Germany;2003;1.374,0
Germany;2004;1.480,3
Germany;2005;1.587,5
Germany;2006;1.785,2
Germany;2007;1.822,7
Germany;2008;2.067,4
Germany;2009;2.222,9
Germany;2010;2.475,1
Germany;2011;2.354,1
Germany;2012;2.338,4
Germany;2013;2.212,4
Germany;2014;2.107,1
Germany;2015;1.987,5
Germany;2016;1.631,7
Germany;2017;616,6
Germany;2018;
Germany;2019;
Greece;1999;0,3
Greece;2000;2,3
Greece;2001;3,0
Greece;2002;1,3
Greece;2003;4,1
Greece;2004;2,6
Greece;2005;11,7
Greece;2006;17,5
Greece;2007;9,9
Greece;2008;7,5
Greece;2009;5,9
Greece;2010;10,3
Greece;2011;10,0
Greece;2012;10,8
Greece;2013;12,8
Greece;2014;9,0
Greece;2015;4,5
Greece;2016;3,0
Greece;2017;1,4
Greece;2018;
Greece;2019;
Hungary;1999;1,0
Hungary;2000;5,0
Hungary;2001;8,3
Hungary;2002;12,5
Hungary;2003;3,7
Hungary;2004;10,6
Hungary;2005;10,3
Hungary;2006;7,0
Hungary;2007;16,2
Hungary;2008;13,9
Hungary;2009;12,4
Hungary;2010;18,0
Hungary;2011;19,9
Hungary;2012;12,5
Hungary;2013;18,6
Hungary;2014;15,1
Hungary;2015;8,9
Hungary;2016;5,5
Hungary;2017;
Hungary;2018;
Hungary;2019;
Iceland;1999;0,0
Iceland;2000;4,0
Iceland;2001;0,0
Iceland;2002;0,0
Iceland;2003;0,5
Iceland;2004;0,0
Iceland;2005;0,4
Iceland;2006;3,5
Iceland;2007;0,0
Iceland;2008;0,5
Iceland;2009;1,4
Iceland;2010;1,5
Iceland;2011;2,0
Iceland;2012;0,7
Iceland;2013;1,0
Iceland;2014;3,5
Iceland;2015;2,0
Iceland;2016;2,0
Iceland;2017;
Iceland;2018;
Iceland;2019;
Ireland;1999;5,3
Ireland;2000;10,2
Ireland;2001;7,7
Ireland;2002;10,8
Ireland;2003;9,0
Ireland;2004;17,2
Ireland;2005;12,9
Ireland;2006;15,6
Ireland;2007;19,8
Ireland;2008;36,5
Ireland;2009;18,0
Ireland;2010;27,2
Ireland;2011;20,9
Ireland;2012;22,6
Ireland;2013;27,3
Ireland;2014;30,2
Ireland;2015;23,7
Ireland;2016;21,7
Ireland;2017;
Ireland;2018;
Ireland;2019;
Israel;1999;13,8
Israel;2000;29,3
Israel;2001;88,7
Israel;2002;65,3
Israel;2003;69,6
Israel;2004;96,9
Israel;2005;109,9
Israel;2006;168,4
Israel;2007;194,7
Israel;2008;217,3
Israel;2009;195,2
Israel;2010;208,6
Israel;2011;163,4
Israel;2012;216,6
Israel;2013;180,1
Israel;2014;154,4
Israel;2015;150,9
Israel;2016;149,3
Israel;2017;39,3
Israel;2018;
Israel;2019;
Italy;1999;27,2
Italy;2000;139,8
Italy;2001;175,1
Italy;2002;150,9
Italy;2003;184,6
Italy;2004;214,4
Italy;2005;185,6
Italy;2006;174,3
Italy;2007;233,1
Italy;2008;247,1
Italy;2009;331,8
Italy;2010;297,7
Italy;2011;304,8
Italy;2012;301,8
Italy;2013;310,7
Italy;2014;324,6
Italy;2015;320,5
Italy;2016;270,2
Italy;2017;113,1
Italy;2018;
Italy;2019;
Japan;1999;581,5
Japan;2000;2.677,9
Japan;2001;3.008,8
Japan;2002;2.961,4
Japan;2003;3.248,5
Japan;2004;3.530,8
Japan;2005;3.739,3
Japan;2006;3.777,5
Japan;2007;4.017,9
Japan;2008;3.644,4
Japan;2009;4.452,2
Japan;2010;5.577,0
Japan;2011;5.929,3
Japan;2012;5.452,1
Japan;2013;4.766,7
Japan;2014;4.878,5
Japan;2015;4.342,8
Japan;2016;3.746,6
Japan;2017;1.624,4
Japan;2018;
Japan;2019;
Korea;1999;42,6
Korea;2000;160,3
Korea;2001;200,6
Korea;2002;261,2
Korea;2003;368,6
Korea;2004;493,4
Korea;2005;652,0
Korea;2006;701,2
Korea;2007;745,0
Korea;2008;874,5
Korea;2009;1.241,1
Korea;2010;1.663,1
Korea;2011;1.784,4
Korea;2012;1.746,3
Korea;2013;1.882,4
Korea;2014;2.007,9
Korea;2015;1.948,9
Korea;2016;1.848,9
Korea;2017;543,3
Korea;2018;
Korea;2019;
Latvia;1999;0,0
Latvia;2000;0,0
Latvia;2001;0,0
Latvia;2002;0,0
Latvia;2003;0,0
Latvia;2004;1,0
Latvia;2005;0,0
Latvia;2006;0,5
Latvia;2007;1,0
Latvia;2008;1,0
Latvia;2009;1,0
Latvia;2010;0,0
Latvia;2011;1,0
Latvia;2012;2,0
Latvia;2013;1,0
Latvia;2014;1,0
Latvia;2015;0,0
Latvia;2016;0,0
Latvia;2017;0,0
Latvia;2018;
Latvia;2019;
Lithuania;1999;0,0
Lithuania;2000;0,3
Lithuania;2001;1,5
Lithuania;2002;0,0
Lithuania;2003;1,5
Lithuania;2004;0,0
Lithuania;2005;2,0
Lithuania;2006;0,0
Lithuania;2007;0,0
Lithuania;2008;0,0
Lithuania;2009;0,0
Lithuania;2010;0,0
Lithuania;2011;1,8
Lithuania;2012;3,3
Lithuania;2013;3,3
Lithuania;2014;1,0
Lithuania;2015;4,6
Lithuania;2016;0,9
Lithuania;2017;
Lithuania;2018;
Lithuania;2019;
Luxembourg;1999;0,0
Luxembourg;2000;2,8
Luxembourg;2001;2,0
Luxembourg;2002;0,9
Luxembourg;2003;2,4
Luxembourg;2004;6,5
Luxembourg;2005;6,3
Luxembourg;2006;8,2
Luxembourg;2007;2,0
Luxembourg;2008;7,8
Luxembourg;2009;6,2
Luxembourg;2010;6,9
Luxembourg;2011;10,0
Luxembourg;2012;4,0
Luxembourg;2013;4,7
Luxembourg;2014;6,6
Luxembourg;2015;6,9
Luxembourg;2016;4,7
Luxembourg;2017;
Luxembourg;2018;
Luxembourg;2019;
Mexico;1999;2,0
Mexico;2000;0,0
Mexico;2001;15,5
Mexico;2002;14,7
Mexico;2003;14,7
Mexico;2004;7,8
Mexico;2005;20,3
Mexico;2006;15,5
Mexico;2007;22,8
Mexico;2008;27,8
Mexico;2009;18,9
Mexico;2010;21,5
Mexico;2011;30,2
Mexico;2012;30,1
Mexico;2013;31,3
Mexico;2014;35,6
Mexico;2015;30,6
Mexico;2016;29,2
Mexico;2017;13,6
Mexico;2018;
Mexico;2019;
Netherlands;1999;21,1
Netherlands;2000;84,3
Netherlands;2001;117,3
Netherlands;2002;140,3
Netherlands;2003;116,7
Netherlands;2004;129,9
Netherlands;2005;154,3
Netherlands;2006;179,5
Netherlands;2007;220,8
Netherlands;2008;241,6
Netherlands;2009;296,7
Netherlands;2010;241,9
Netherlands;2011;280,5
Netherlands;2012;272,2
Netherlands;2013;240,1
Netherlands;2014;234,8
Netherlands;2015;228,5
Netherlands;2016;173,2
Netherlands;2017;54,4
Netherlands;2018;
Netherlands;2019;
New Zealand;1999;2,0
New Zealand;2000;13,0
New Zealand;2001;12,4
New Zealand;2002;16,0
New Zealand;2003;22,0
New Zealand;2004;19,3
New Zealand;2005;21,1
New Zealand;2006;29,1
New Zealand;2007;37,8
New Zealand;2008;38,4
New Zealand;2009;46,3
New Zealand;2010;34,1
New Zealand;2011;37,3
New Zealand;2012;48,1
New Zealand;2013;35,0
New Zealand;2014;53,4
New Zealand;2015;17,8
New Zealand;2016;17,5
New Zealand;2017;8,8
New Zealand;2018;
New Zealand;2019;
Norway;1999;7,1
Norway;2000;28,0
Norway;2001;37,1
Norway;2002;33,0
Norway;2003;41,6
Norway;2004;46,6
Norway;2005;55,4
Norway;2006;60,6
Norway;2007;62,1
Norway;2008;67,1
Norway;2009;89,0
Norway;2010;83,9
Norway;2011;54,7
Norway;2012;61,1
Norway;2013;57,4
Norway;2014;47,1
Norway;2015;43,4
Norway;2016;40,6
Norway;2017;13,6
Norway;2018;
Norway;2019;
Poland;1999;1,0
Poland;2000;1,1
Poland;2001;6,7
Poland;2002;6,5
Poland;2003;11,6
Poland;2004;6,4
Poland;2005;7,3
Poland;2006;7,4
Poland;2007;10,0
Poland;2008;12,3
Poland;2009;22,2
Poland;2010;24,7
Poland;2011;22,7
Poland;2012;40,9
Poland;2013;26,0
Poland;2014;24,0
Poland;2015;31,5
Poland;2016;27,4
Poland;2017;14,8
Poland;2018;
Poland;2019;
Portugal;1999;1,0
Portugal;2000;2,2
Portugal;2001;1,3
Portugal;2002;4,0
Portugal;2003;1,0
Portugal;2004;2,0
Portugal;2005;11,2
Portugal;2006;5,8
Portugal;2007;11,2
Portugal;2008;12,4
Portugal;2009;7,8
Portugal;2010;12,8
Portugal;2011;13,3
Portugal;2012;9,3
Portugal;2013;5,0
Portugal;2014;9,3
Portugal;2015;13,4
Portugal;2016;10,6
Portugal;2017;2,3
Portugal;2018;
Portugal;2019;
Slovak Republic;1999;0,0
Slovak Republic;2000;1,0
Slovak Republic;2001;0,0
Slovak Republic;2002;0,0
Slovak Republic;2003;2,5
Slovak Republic;2004;1,0
Slovak Republic;2005;1,5
Slovak Republic;2006;1,3
Slovak Republic;2007;3,5
Slovak Republic;2008;0,5
Slovak Republic;2009;1,3
Slovak Republic;2010;8,3
Slovak Republic;2011;3,4
Slovak Republic;2012;3,0
Slovak Republic;2013;4,0
Slovak Republic;2014;3,3
Slovak Republic;2015;6,2
Slovak Republic;2016;6,4
Slovak Republic;2017;1,0
Slovak Republic;2018;
Slovak Republic;2019;
Slovenia;1999;0,0
Slovenia;2000;2,0
Slovenia;2001;2,0
Slovenia;2002;2,7
Slovenia;2003;2,0
Slovenia;2004;0,5
Slovenia;2005;5,2
Slovenia;2006;0,0
Slovenia;2007;0,0
Slovenia;2008;1,0
Slovenia;2009;0,8
Slovenia;2010;1,0
Slovenia;2011;8,3
Slovenia;2012;4,5
Slovenia;2013;8,3
Slovenia;2014;4,9
Slovenia;2015;6,0
Slovenia;2016;3,0
Slovenia;2017;2,8
Slovenia;2018;
Slovenia;2019;
Spain;1999;9,8
Spain;2000;36,8
Spain;2001;36,9
Spain;2002;37,0
Spain;2003;50,4
Spain;2004;49,1
Spain;2005;69,5
Spain;2006;96,2
Spain;2007;107,6
Spain;2008;119,4
Spain;2009;166,0
Spain;2010;154,7
Spain;2011;176,9
Spain;2012;173,7
Spain;2013;139,8
Spain;2014;143,2
Spain;2015;134,9
Spain;2016;117,7
Spain;2017;41,1
Spain;2018;
Spain;2019;
Sweden;1999;32,8
Sweden;2000;97,6
Sweden;2001;101,8
Sweden;2002;141,7
Sweden;2003;130,2
Sweden;2004;146,5
Sweden;2005;130,3
Sweden;2006;127,9
Sweden;2007;182,2
Sweden;2008;194,4
Sweden;2009;203,1
Sweden;2010;236,4
Sweden;2011;210,9
Sweden;2012;284,6
Sweden;2013;278,3
Sweden;2014;284,5
Sweden;2015;229,8
Sweden;2016;193,6
Sweden;2017;39,5
Sweden;2018;
Sweden;2019;
Switzerland;1999;15,6
Switzerland;2000;82,2
Switzerland;2001;110,0
Switzerland;2002;96,9
Switzerland;2003;101,2
Switzerland;2004;109,8
Switzerland;2005;118,6
Switzerland;2006;132,3
Switzerland;2007;126,0
Switzerland;2008;181,4
Switzerland;2009;196,9
Switzerland;2010;195,5
Switzerland;2011;193,1
Switzerland;2012;221,7
Switzerland;2013;170,2
Switzerland;2014;196,6
Switzerland;2015;173,4
Switzerland;2016;139,7
Switzerland;2017;51,0
Switzerland;2018;
Switzerland;2019;
Turkey;1999;0,0
Turkey;2000;3,2
Turkey;2001;4,5
Turkey;2002;3,1
Turkey;2003;1,2
Turkey;2004;4,3
Turkey;2005;2,1
Turkey;2006;8,3
Turkey;2007;5,8
Turkey;2008;14,6
Turkey;2009;8,3
Turkey;2010;9,4
Turkey;2011;14,0
Turkey;2012;9,8
Turkey;2013;17,1
Turkey;2014;15,2
Turkey;2015;18,7
Turkey;2016;6,1
Turkey;2017;4,3
Turkey;2018;
Turkey;2019;
United Kingdom;1999;90,3
United Kingdom;2000;331,6
United Kingdom;2001;324,7
United Kingdom;2002;343,1
United Kingdom;2003;395,3
United Kingdom;2004;412,5
United Kingdom;2005;448,4
United Kingdom;2006;518,8
United Kingdom;2007;511,4
United Kingdom;2008;589,3
United Kingdom;2009;675,5
United Kingdom;2010;754,4
United Kingdom;2011;769,8
United Kingdom;2012;771,2
United Kingdom;2013;796,7
United Kingdom;2014;701,0
United Kingdom;2015;687,0
United Kingdom;2016;525,7
United Kingdom;2017;198,3
United Kingdom;2018;
United Kingdom;2019;
United States;1999;903,1
United States;2000;2.556,5
United States;2001;5.600,8
United States;2002;6.438,6
United States;2003;6.564,3
United States;2004;7.244,0
United States;2005;7.727,4
United States;2006;8.659,8
United States;2007;9.772,5
United States;2008;10.517,6
United States;2009;11.300,1
United States;2010;11.523,8
United States;2011;11.763,7
United States;2012;12.249,4
United States;2013;12.225,2
United States;2014;10.736,0
United States;2015;10.310,7
United States;2016;9.446,9
United States;2017;5.144,6
United States;2018;
United States;2019;
European Union;1999;571,8
European Union;2000;2.349,4
European Union;2001;2.487,8
European Union;2002;2.408,5
European Union;2003;2.624,8
European Union;2004;2.845,8
European Union;2005;3.085,9
European Union;2006;3.386,0
European Union;2007;3.828,4
European Union;2008;4.319,1
European Union;2009;4.717,1
European Union;2010;5.098,9
European Union;2011;5.165,5
European Union;2012;5.148,6
European Union;2013;4.822,2
European Union;2014;4.783,5
European Union;2015;4.347,1
European Union;2016;3.604,5
European Union;2017;1.229,6
European Union;2018;
European Union;2019;
OECD ;1999;2.340,8
OECD ;2000;8.599,9
OECD ;2001;12.415,7
OECD ;2002;13.235,3
OECD ;2003;14.084,3
OECD ;2004;15.538,1
OECD ;2005;16.650,4
OECD ;2006;18.185,1
OECD ;2007;20.040,3
OECD ;2008;21.128,7
OECD ;2009;23.753,9
OECD ;2010;26.038,2
OECD ;2011;26.790,1
OECD ;2012;26.769,0
OECD ;2013;25.816,2
OECD ;2014;24.313,7
OECD ;2015;22.793,7
OECD ;2016;20.170,1
OECD ;2017;9.207,5
OECD ;2018;
OECD ;2019;
World;1999;2.387,0
World;2000;8.776,0
World;2001;12.789,0
World;2002;13.694,0
World;2003;14.635,0
World;2004;16.222,0
World;2005;17.498,0
World;2006;19.212,0
World;2007;21.237,0
World;2008;22.502,0
World;2009;25.469,0
World;2010;28.089,0
World;2011;29.045,0
World;2012;28.964,0
World;2013;27.998,0
World;2014;26.521,0
World;2015;25.022,0
World;2016;22.241,0
World;2017;10.306,0
World;2018;
World;2019;
Algeria;1999;0,0
Algeria;2000;0,0
Algeria;2001;0,0
Algeria;2002;1,0
Algeria;2003;0,0
Algeria;2004;0,0
Algeria;2005;0,2
Algeria;2006;0,0
Algeria;2007;0,0
Algeria;2008;0,3
Algeria;2009;0,3
Algeria;2010;0,0
Algeria;2011;0,3
Algeria;2012;0,5
Algeria;2013;0,3
Algeria;2014;0,8
Algeria;2015;0,0
Algeria;2016;0,0
Algeria;2017;
Algeria;2018;
Algeria;2019;
Andorra;1999;0,0
Andorra;2000;0,0
Andorra;2001;0,0
Andorra;2002;0,0
Andorra;2003;0,0
Andorra;2004;0,0
Andorra;2005;0,0
Andorra;2006;0,0
Andorra;2007;0,0
Andorra;2008;0,0
Andorra;2009;0,0
Andorra;2010;0,0
Andorra;2011;1,0
Andorra;2012;0,0
Andorra;2013;0,0
Andorra;2014;0,0
Andorra;2015;0,5
Andorra;2016;0,0
Andorra;2017;0,0
Andorra;2018;
Andorra;2019;
Argentina;1999;3,0
Argentina;2000;5,0
Argentina;2001;2,0
Argentina;2002;4,1
Argentina;2003;4,0
Argentina;2004;2,0
Argentina;2005;5,0
Argentina;2006;7,0
Argentina;2007;4,1
Argentina;2008;10,7
Argentina;2009;5,0
Argentina;2010;7,5
Argentina;2011;2,8
Argentina;2012;14,5
Argentina;2013;3,2
Argentina;2014;5,3
Argentina;2015;6,3
Argentina;2016;10,8
Argentina;2017;
Argentina;2018;
Argentina;2019;
Armenia;1999;0,0
Armenia;2000;0,0
Armenia;2001;0,0
Armenia;2002;0,0
Armenia;2003;0,0
Armenia;2004;0,7
Armenia;2005;0,0
Armenia;2006;0,0
Armenia;2007;0,0
Armenia;2008;0,0
Armenia;2009;2,0
Armenia;2010;1,0
Armenia;2011;0,0
Armenia;2012;1,6
Armenia;2013;3,1
Armenia;2014;1,1
Armenia;2015;2,0
Armenia;2016;2,0
Armenia;2017;
Armenia;2018;
Armenia;2019;
Belarus;1999;0,5
Belarus;2000;0,0
Belarus;2001;2,0
Belarus;2002;0,3
Belarus;2003;0,0
Belarus;2004;0,0
Belarus;2005;2,3
Belarus;2006;0,0
Belarus;2007;1,0
Belarus;2008;0,5
Belarus;2009;1,3
Belarus;2010;0,5
Belarus;2011;0,7
Belarus;2012;0,0
Belarus;2013;1,8
Belarus;2014;0,0
Belarus;2015;0,5
Belarus;2016;0,0
Belarus;2017;0,0
Belarus;2018;
Belarus;2019;
Bermuda;1999;0,0
Bermuda;2000;0,0
Bermuda;2001;0,0
Bermuda;2002;0,0
Bermuda;2003;0,5
Bermuda;2004;0,0
Bermuda;2005;0,0
Bermuda;2006;0,5
Bermuda;2007;0,0
Bermuda;2008;2,0
Bermuda;2009;1,0
Bermuda;2010;0,0
Bermuda;2011;0,0
Bermuda;2012;0,0
Bermuda;2013;0,0
Bermuda;2014;0,0
Bermuda;2015;0,0
Bermuda;2016;0,0
Bermuda;2017;0,0
Bermuda;2018;
Bermuda;2019;
Bosnia and Herzegovina;1999;0,0
Bosnia and Herzegovina;2000;0,0
Bosnia and Herzegovina;2001;0,0
Bosnia and Herzegovina;2002;0,0
Bosnia and Herzegovina;2003;0,0
Bosnia and Herzegovina;2004;0,0
Bosnia and Herzegovina;2005;0,0
Bosnia and Herzegovina;2006;0,0
Bosnia and Herzegovina;2007;0,0
Bosnia and Herzegovina;2008;0,0
Bosnia and Herzegovina;2009;0,0
Bosnia and Herzegovina;2010;0,0
Bosnia and Herzegovina;2011;0,0
Bosnia and Herzegovina;2012;0,0
Bosnia and Herzegovina;2013;2,0
Bosnia and Herzegovina;2014;1,0
Bosnia and Herzegovina;2015;0,0
Bosnia and Herzegovina;2016;0,5
Bosnia and Herzegovina;2017;0,0
Bosnia and Herzegovina;2018;
Bosnia and Herzegovina;2019;
Brazil;1999;4,0
Brazil;2000;3,0
Brazil;2001;11,1
Brazil;2002;6,8
Brazil;2003;26,1
Brazil;2004;21,7
Brazil;2005;33,6
Brazil;2006;40,8
Brazil;2007;54,5
Brazil;2008;50,2
Brazil;2009;31,0
Brazil;2010;47,5
Brazil;2011;51,1
Brazil;2012;40,9
Brazil;2013;43,9
Brazil;2014;38,3
Brazil;2015;37,3
Brazil;2016;42,0
Brazil;2017;21,4
Brazil;2018;
Brazil;2019;
Bulgaria;1999;0,0
Bulgaria;2000;0,8
Bulgaria;2001;1,0
Bulgaria;2002;2,3
Bulgaria;2003;0,5
Bulgaria;2004;1,0
Bulgaria;2005;1,0
Bulgaria;2006;1,0
Bulgaria;2007;2,0
Bulgaria;2008;3,3
Bulgaria;2009;1,0
Bulgaria;2010;0,8
Bulgaria;2011;2,8
Bulgaria;2012;3,1
Bulgaria;2013;2,4
Bulgaria;2014;6,8
Bulgaria;2015;9,0
Bulgaria;2016;2,3
Bulgaria;2017;2,9
Bulgaria;2018;
Bulgaria;2019;
Cayman Islands;1999;0,0
Cayman Islands;2000;0,0
Cayman Islands;2001;0,0
Cayman Islands;2002;0,0
Cayman Islands;2003;0,0
Cayman Islands;2004;0,0
Cayman Islands;2005;0,0
Cayman Islands;2006;0,0
Cayman Islands;2007;0,0
Cayman Islands;2008;0,0
Cayman Islands;2009;0,0
Cayman Islands;2010;0,0
Cayman Islands;2011;0,0
Cayman Islands;2012;0,0
Cayman Islands;2013;0,0
Cayman Islands;2014;2,0
Cayman Islands;2015;0,0
Cayman Islands;2016;0,5
Cayman Islands;2017;0,0
Cayman Islands;2018;
Cayman Islands;2019;
China (People's Republic of);1999;6,3
China (People's Republic of);2000;29,9
China (People's Republic of);2001;50,5
China (People's Republic of);2002;49,9
China (People's Republic of);2003;66,4
China (People's Republic of);2004;96,7
China (People's Republic of);2005;162,2
China (People's Republic of);2006;218,3
China (People's Republic of);2007;276,5
China (People's Republic of);2008;320,0
China (People's Republic of);2009;449,7
China (People's Republic of);2010;656,3
China (People's Republic of);2011;735,6
China (People's Republic of);2012;752,0
China (People's Republic of);2013;798,3
China (People's Republic of);2014;892,4
China (People's Republic of);2015;851,5
China (People's Republic of);2016;947,5
China (People's Republic of);2017;521,9
China (People's Republic of);2018;
China (People's Republic of);2019;
Chinese Taipei;1999;0,0
Chinese Taipei;2000;0,0
Chinese Taipei;2001;0,0
Chinese Taipei;2002;0,0
Chinese Taipei;2003;0,0
Chinese Taipei;2004;3,0
Chinese Taipei;2005;3,0
Chinese Taipei;2006;1,0
Chinese Taipei;2007;0,0
Chinese Taipei;2008;1,5
Chinese Taipei;2009;1,0
Chinese Taipei;2010;0,0
Chinese Taipei;2011;0,0
Chinese Taipei;2012;1,1
Chinese Taipei;2013;1,0
Chinese Taipei;2014;2,0
Chinese Taipei;2015;0,0
Chinese Taipei;2016;0,5
Chinese Taipei;2017;
Chinese Taipei;2018;
Chinese Taipei;2019;
Costa Rica;1999;0,0
Costa Rica;2000;0,9
Costa Rica;2001;0,0
Costa Rica;2002;6,0
Costa Rica;2003;0,4
Costa Rica;2004;0,0
Costa Rica;2005;1,0
Costa Rica;2006;2,5
Costa Rica;2007;1,0
Costa Rica;2008;0,0
Costa Rica;2009;0,0
Costa Rica;2010;2,0
Costa Rica;2011;4,3
Costa Rica;2012;2,0
Costa Rica;2013;1,1
Costa Rica;2014;2,1
Costa Rica;2015;1,0
Costa Rica;2016;2,5
Costa Rica;2017;1,0
Costa Rica;2018;
Costa Rica;2019;
Croatia;1999;0,0
Croatia;2000;0,0
Croatia;2001;0,0
Croatia;2002;0,0
Croatia;2003;1,0
Croatia;2004;0,0
Croatia;2005;0,3
Croatia;2006;0,0
Croatia;2007;0,0
Croatia;2008;0,0
Croatia;2009;0,0
Croatia;2010;0,0
Croatia;2011;0,0
Croatia;2012;0,0
Croatia;2013;0,3
Croatia;2014;0,0
Croatia;2015;0,0
Croatia;2016;0,0
Croatia;2017;0,0
Croatia;2018;
Croatia;2019;
Cuba;1999;0,0
Cuba;2000;0,2
Cuba;2001;2,0
Cuba;2002;1,2
Cuba;2003;1,3
Cuba;2004;1,0
Cuba;2005;2,0
Cuba;2006;0,3
Cuba;2007;0,3
Cuba;2008;3,5
Cuba;2009;2,5
Cuba;2010;5,0
Cuba;2011;1,0
Cuba;2012;0,0
